openalex_id,doi,pmid,title,publication_year,abstract,abstract_chars,abstract_source,abstract_word_count,concepts,topics,mesh_headings,mesh_species,pub_types,is_primary_research,species_mesh,chemicals,model_mesh,qualifiers,mesh_major
https://openalex.org/W7170580851,https://doi.org/10.2174/011573403x439034260608113057,42509675,Ceramide-Mediated Lipotoxicity: A Metabolic Driver of Myocardial Dysfunction in Heart Failure with Preserved Ejection Fraction,2026,"INTRODUCTION/OBJECTIVE: Heart Failure with Preserved Ejection Fraction (HFpEF) is increasingly recognized as a metabolic disorder. This review investigates the role of ceramidemediated lipotoxicity in its pathogenesis, focusing on how aberrant ceramide accumulation drives myocardial dysfunction. METHODS: We synthesized and critically evaluated current preclinical and clinical literature from major electronic databases (PubMed/MEDLINE, Embase, Web of Science) up to March 2026. Using a hierarchical evidence classification framework (Level 1: human HFpEF myocardium; Level 2: HFpEF-specific animal models; Level 3: related disease models; Level 4: in vitro studies), we analyzed evidence across calcium handling, apoptosis, autophagy, inflammation, and fibrosis pathways. RESULTS: Ceramide lipotoxicity represents an important pathological nexus. It directly impairs cardiomyocyte function by disrupting calcium homeostasis and ion channels (SERCA2a, RyR2, Kv4.3). Concurrently, it triggers mitochondrial and death receptor-mediated apoptosis, inhibits autophagic flux via AMPK/mTORC1 dysregulation, and activates pro-inflammatory (NF-κB, IL-6, TNF-α) and pro-fibrotic (TGF-β/Smad3) signaling pathways. These mechanisms collectively lead to diastolic dysfunction and disease progression. Interventions targeting ceramide synthesis (SPT inhibitors) or downstream effects show therapeutic promise in experimental models. DISCUSSION: The available evidence is derived predominantly from Level 3 models (diabetic cardiomyopathy, obesity-induced dysfunction) and Level 4 in vitro studies. Direct validation in human HFpEF myocardium (Level 1) and HFpEF-specific animal models (Level 2) remains a critical unmet need. The ceramide-centered hypothesis is most directly applicable to the metabolic/obesity-related phenotype of HFpEF, given the phenotypic heterogeneity of the syndrome. Therapeutic translation faces hurdles, including a lack of tissue selectivity, ceramide species complexity, and unknown long-term safety of inhibiting essential sphingolipid functions. CONCLUSION: Ceramide-mediated lipotoxicity constitutes a significant pathogenic mechanism in the metabolic phenotype of HFpEF. However, this conclusion is largely inferred from preclinical models recapitulating metabolic stress. Direct validation in human HFpEF myocardium is urgently needed. Future research must prioritize human tissue lipidomics, development of multifactorial animal models, and targeted clinical trials to translate these findings into effective therapies.",2543,pubmed,310,Lipotoxicity:0.9213; Medicine:0.822; Ceramide:0.7998; Heart failure with preserved ejection fraction:0.695; Heart failure:0.6825; Internal medicine:0.5584; Sphingolipid:0.5376; Cardiology:0.4834; Autophagy:0.4626; Ejection fraction:0.4296; Disease:0.3965; Diastole:0.392; Fibrosis:0.3608; Endocrinology:0.3506; Phenotype:0.3419; Myocardial infarction:0.3286; Pathological:0.3095; Animal studies:0.3014; Cause of death:0.2983; Programmed cell death:0.2954; Mitochondrion:0.2918; In silico:0.2895; Homeostasis:0.2805; Cell biology:0.2728; Lipid signaling:0.2593; Heart disease:0.2553,Sphingolipid Metabolism and Signaling:0.7411; Cardiovascular Function and Risk Factors:0.0258; Caveolin-1 and cellular processes:0.0119,,,Journal Article,True,,,,,
https://openalex.org/W4415794762,https://doi.org/10.1161/circ.152.suppl_3.4368091,,Abstract 4368091: Identification of therapeutic targets in heart failure with preserved ejection fraction using a novel in vivo screen system,2025,"Background: The complex pathophysiology of heart failure with preserved ejection fraction (HFpEF) is difficult to replicate in vitro and predict the effect of interventions in disease animals based on the in vitro data. To address this, we developed an innovative in viv o pooled mosaic screening that simultaneously evaluates hundreds of therapeutic targets in a single diseased animal. Hypothesis: Mosaic screening reliably predicts therapeutic impact of novel targets on HFpEF physiological phenotypes in vivo . Methods: A library of 151 therapeutic interventions which includes interventions known to modulate pathways implicated in HFpEF or shown to improve the phenotype were packaged into a pool of adeno-associated virus (AAV) vectors. This AAV pool was administered at a low-dose, so that each cardiomyocyte (CM) in diseased animals received at most one intervention. Subsequent single nuclei RNA sequencing (snRNA–seq) captured the transcriptional changes resulting from each intervention. Mosaic screening was performed in female ZSF1 obese rats, a preclinical HFpEF model that mirrors the clinical cardiometabolic endotype. The screen targeted key HFpEF characteristics by evaluating transcriptome–wide gene sets. Hits were chosen based on favorable transcriptional shifts and assessed using a complete transduction saturation AAV dose of CMs in female ZSF1 obese rats (n=11) or in a second model high-fat diet + L–NAME-treated C57BL/6N male mice (n=14) using echocardiography and invasive hemodynamics. Results: snRNA–seq data confirmed that positive controls, such as overexpression of NPPA and constitutively active PPP1R1A, and knockdown of HDAC6, induced expected transcriptional shifts in mosaic screens. To assess novel targets, we used custom gene sets measuring a range of biology, and found candidates modulating metabolism, hypertrophy, calcium handling, cardiac stress, and cell damage. Screen predictions were validated by administering therapies individually to HFpEF animals, improving key diastolic function parameters, including E/e’ (reduction by 15%) and IVRT (reduction by 24.2%) in echocardiography and LVEDP (reduction by 55.4%) in invasive hemodynamics. Conclusions: Mosaic screen snRNA–seq transcriptome data from HFpEF CMs allow the simultaneous prediction of organism–level therapeutic effects for hundreds of targets, as validated by in vivo studies in HFpEF preclinical models.",2417,openalex,337,Medicine:0.8812; Heart failure with preserved ejection fraction:0.6312; Gene knockdown:0.5671; Phenotype:0.5003; Heart failure:0.4944; Ejection fraction:0.4859; Internal medicine:0.4679; Cardiology:0.4162; Disease:0.4094; Pathophysiology:0.4014; Bioinformatics:0.3603; Psychological intervention:0.3195; Clinical trial:0.3046; Diastole:0.2996; Clinical phenotype:0.284; Gene:0.2835; Replicate:0.2527,Cardiac Fibrosis and Remodeling:0.3179; Congenital heart defects research:0.1706; Cardiovascular Function and Risk Factors:0.1298,,,,,,,,,
https://openalex.org/W7171185943,https://doi.org/10.1161/jaha.126.050333,42500886,Therapeutic Translation of Epicardial Adipose Tissue Targeting in Heart Failure With Preserved Ejection Fraction: How Far Are We?,2026,"Heart failure with preserved ejection fraction (HFpEF) exhibits an inflammatory-metabolic phenotype in association with multiple factors. Among them, epicardial adipose tissue (EAT), a type of visceral adipose tissue surrounding the heart, has been gaining attention. EAT expansion is associated with the development of HFpEF, the increased risk for heart failure-related mortality in patients with HFpEF, independent of age, body mass index, diabetes, and sex. Thus, reducing EAT expansion has been proposed as a promising therapeutic strategy for treating HFpEF. Although specific treatment for EAT expansion is unavailable, modulating the inflammatory response and systemic energy metabolism are beneficial in improving clinical symptoms or prognosis in patients with HFpEF. To further enhance our capacity in effectively treating HFpEF, this review discusses the knowledge gaps between EAT expansion and the lack of a platform to reduce EAT expansion in HFpEF, including the choices of appropriate animal models, the conceptual mechanisms of glucose and lipid metabolism in EAT expansion toward potential strategies for selective EAT-targeted therapeutic avenues.",1167,pubmed,163,Medicine:0.9382; Adipose tissue:0.8229; Heart failure:0.674; Cardiology:0.5407; Internal medicine:0.5101; Therapeutic approach:0.5052; Ejection fraction:0.4698; Heart failure with preserved ejection fraction:0.4694; Lipid metabolism:0.3931; Intra-Abdominal Fat:0.3693; Brown adipose tissue:0.336; Phenotype:0.3193; Inflammation:0.3145; Fat mass:0.3092; Animal studies:0.3087; Endocrinology:0.3073; Visceral fat:0.3023; Therapeutic effect:0.3002; Bioinformatics:0.2928; Clinical significance:0.2913; Volume expansion:0.2903; White adipose tissue:0.2898; Ventricular remodeling:0.2897; Tissue expansion:0.2887; Translation (biology):0.2604; Pathology:0.254,"Cardiovascular Disease and Adiposity:0.9923; Adipokines, Inflammation, and Metabolic Diseases:0.0037; Cardiovascular Function and Risk Factors:0.002","Humans; Epicardial Adipose Tissue; Heart Failure; Stroke Volume; Animals; Ventricular Function, Left; Energy Metabolism; Lipid Metabolism; Translational Research, Biomedical; Genetic Therapy",Humans,"Journal Article; Review; Research Support, Non-U.S. Gov't",False,Humans,,,Epicardial Adipose Tissue/metabolism; Epicardial Adipose Tissue/physiopathology; Heart Failure/physiopathology; Heart Failure/therapy; Heart Failure/metabolism; Stroke Volume/physiology,"Epicardial Adipose Tissue; Heart Failure; Stroke Volume; Ventricular Function, Left; Genetic Therapy"
https://openalex.org/W7169575091,https://doi.org/10.21203/rs.3.rs-10157404/v1,42523454,Integrated Myocardial and Plasma Lipidome Across the Human Obesity–Heart Failure Spectrum,2026,"Heart failure with preserved ejection fraction (HFpEF) has become the dominant heart failure phenotype, with many patients impacted by marked obesity. Lipid dyshomeostasis is thought to contribute, but human myocardial lipidomic data remain lacking. We performed untargeted lipidomics (>1,000 species) of ventricular samples for non-failing (NF) controls (n=40), HFpEF (n=29), and HFrEF (n=13) patients, integrating results with myocardial transcriptomics, ultrastructure, and plasma lipidomics, across a broad obesity spectrum. Multiple lipid classes increased in HFpEF myocardium including phospholipids, sphingolipids, neutral lipids, and free fatty acids, but acylcarnitines declined. HFrEF had far fewer lipid changes, and cardiolipin and phosphatidylethanolamine depletion. Lipids were minimally altered in NF hearts from obese individuals. Plasma lipidomics identified few inter-group disparities. Heart lipidomics from major animal HFpEF models (high fat diet+L-NAME, ZSF-1 rat, obese-DOCA-salt pig) all differed from human HFpEF. Thus, human HFpEF myocardium has distinctive cardiac lipid accumulation not found with obesity alone or HFrEF, nor mirrored by common preclinical HFpEF models.",1198,pubmed,156,Lipidome:0.91; Lipidomics:0.8884; Heart failure:0.7283; Heart failure with preserved ejection fraction:0.6175; Cardiology:0.5985; Internal medicine:0.5837; Cardiolipin:0.5154; Phosphatidylethanolamine:0.5036; Medicine:0.4988; Human heart:0.4632; Ejection fraction:0.3907; Lipotoxicity:0.3759; Lipid metabolism:0.3432; Human plasma:0.3432; Human studies:0.3124; Exercise intolerance:0.3083; Obesity:0.3033; Coronary heart disease:0.2892; Chemistry:0.2875; Ventricular remodeling:0.2808; Dyslipidemia:0.274,Cardiovascular Function and Risk Factors:0.5118; Metabolomics and Mass Spectrometry Studies:0.2607; Cardiovascular Disease and Adiposity:0.0583,,,Journal Article; Preprint,True,,,,,
https://openalex.org/W7165517266,https://doi.org/10.1097/fjc.0000000000001844,42331613,Pitfalls of Therapies Targeting the Nitric Oxide Signaling Pathway in Heart Failure With Preserved Ejection Fraction,2026,"Over 30 million individuals globally are afflicted with heart failure with preserved ejection fraction (HFpEF). Despite this substantial figure, treatment options for HFpEF remain limited. This is largely attributed to the variability in disease features and comorbidities with which patients present in the clinic. A common feature among patients with HFpEF is reduced nitric oxide (NO) bioavailability-a finding which prompted the use of therapeutics targeting the NO signaling pathway in HFpEF preclinical and clinical trials. Although many of these therapeutics were successful in animal models, clinical trials have yielded neutral, negative, or contradictory results. In this review, we will summarize the outcomes of HFpEF clinical trials investigating drugs that target the NO signaling pathway (nitrates, nitrites, soluble guanylyl cyclase stimulators, and phosphodiesterase 5 inhibitors) and discuss potential pitfalls underlying the neutral or negative results, as well as considerations for the design of future studies.",1032,pubmed,144,Heart failure with preserved ejection fraction:0.9036; Medicine:0.8189; Nitric oxide:0.66; Guanylate cyclase:0.621; Heart failure:0.614; Soluble guanylyl cyclase:0.5936; Clinical trial:0.5442; Disease:0.486; Phosphodiesterase:0.4586; Pharmacology:0.4447; cGMP-specific phosphodiesterase type 5:0.4252; Signal transduction:0.4214; Internal medicine:0.4044; Cardiology:0.3703; Pulmonary hypertension:0.3349; Heart disease:0.326; Bioinformatics:0.3221; Ejection fraction:0.3008; Animal studies:0.269; Stroke volume:0.2503,Nitric Oxide and Endothelin Effects:0.3486; Cardiovascular Function and Risk Factors:0.2385; Heart Failure Treatment and Management:0.1609,"Humans; Heart Failure; Nitric Oxide; Animals; Stroke Volume; Signal Transduction; Ventricular Function, Left; Cardiovascular Agents; Phosphodiesterase 5 Inhibitors; Treatment Outcome; Molecular Targeted Therapy; Soluble Guanylyl Cyclase",Humans,Journal Article; Review,False,Humans,Nitric Oxide (31C4KY9ESH); Cardiovascular Agents; Phosphodiesterase 5 Inhibitors; Soluble Guanylyl Cyclase (EC 4.6.1.2),,"Heart Failure/drug therapy; Heart Failure/physiopathology; Heart Failure/metabolism; Heart Failure/diagnosis; Nitric Oxide/metabolism; Stroke Volume/drug effects; Signal Transduction/drug effects; Ventricular Function, Left/drug effects; Cardiovascular Agents/therapeutic use; Cardiovascular Agents/adverse effects; Phosphodiesterase 5 Inhibitors/therapeutic use; Phosphodiesterase 5 Inhibitors/adverse effects; Soluble Guanylyl Cyclase/metabolism","Heart Failure; Nitric Oxide; Stroke Volume; Ventricular Function, Left; Cardiovascular Agents"
https://openalex.org/W4414610827,https://doi.org/10.1242/dmm.052207,41020515,Noncoding and coding mechanisms of aging-related heart failure with preserved ejection fraction associated with thyroid dysfunction,2025,"Heart failure with preserved ejection fraction (HFpEF) is a lethal, heterogeneous, geriatric syndrome. Long noncoding RNAs (lncRNAs) constitute the majority of the functional mammalian transcriptome and are key regulators in complex pathophysiological processes. However, the roles of lncRNAs in aging HFpEF associated with thyroid hormone (TH) dysfunction are unclear. We used the well-established ZSF1 rat model to investigate early and severe age-related HFpEF in 5-, 13- or 20-months-old (mo) animals. Both serum THs significantly decreased in HFpEF in a temporal manner. Echocardiograms showed preserved cardiac function. Gravimetric and histologic analyses showed significant cardiac hypertrophy in HFpEF. Microarrays and RT-qPCR revealed that three lncRNAs were significantly increased predominantly in 13-mo HFpEF. Knockdown of lncRNA showed improvement in cell viability, which was further enhanced with T3 (active TH). Microarray analyses showed that two mRNAs were significantly altered in early HFpEF. We also identified previously unreported tissue and serum inflammatory cytokine markers in early and late HFpEF. Taken together, we have shown novel noncoding and coding markers in early- and/or late-aging-related hypothyroid HFpEF. Further studies may develop translatable diagnostic and therapeutic targets for HFpEF.",1333,pubmed,181,Heart failure with preserved ejection fraction:0.6971; Heart failure:0.6669; Transcriptome:0.64; Gene knockdown:0.6361; Internal medicine:0.5696; Thyroid:0.5607; Long non-coding RNA:0.5403; Microarray:0.5001; Ejection fraction:0.4602; Medicine:0.4537; Biology:0.4422; Cardiac hypertrophy:0.4378; Muscle hypertrophy:0.4319; Hormone:0.4161; Endocrinology:0.3607; Cardiology:0.3568; Non-coding RNA:0.335; Microarray analysis techniques:0.3277; Thyroid dysfunction:0.2996; Pathophysiology:0.2944; Tissue microarray:0.2914; DNA microarray:0.2901; Pathology:0.2866; Bioinformatics:0.2822; Diastole:0.2792; Ageing:0.2689; Cardiac myocyte:0.2608; Thyroid hormones:0.2526,Cancer-related molecular mechanisms research:0.9998; RNA modifications and cancer:0.9798,"Animals; Aging; Heart Failure; Stroke Volume; RNA, Long Noncoding; Rats; Male; RNA, Messenger; Thyroid Hormones; Thyroid Diseases; Gene Expression Regulation; Thyroid Gland; Cytokines; Cardiomegaly; Cell Survival",Rats,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",True,Rats,"RNA, Long Noncoding; RNA, Messenger; Thyroid Hormones; Cytokines",,"Aging/genetics; Aging/pathology; Heart Failure/physiopathology; Heart Failure/genetics; Heart Failure/blood; Heart Failure/complications; Stroke Volume/genetics; RNA, Long Noncoding/genetics; RNA, Long Noncoding/metabolism; RNA, Messenger/genetics; RNA, Messenger/metabolism; Thyroid Hormones/blood; Thyroid Diseases/physiopathology; Thyroid Diseases/complications; Thyroid Diseases/genetics; Thyroid Gland/physiopathology; Cytokines/blood; Cardiomegaly/physiopathology; Cardiomegaly/genetics","Aging; Heart Failure; Stroke Volume; RNA, Long Noncoding; Thyroid Diseases; Thyroid Gland"
https://openalex.org/W7163334801,https://doi.org/10.3892/mmr.2026.13927,42246167,Dapagliflozin alleviates heart failure with preserved ejection fraction potentially by regulating the AIM2/caspase‑1/GSDMD pathway and attenuating pyroptosis,2026,"Heart failure with preserved ejection fraction (HFpEF) is a common cardiovascular disorder characterized by a left ventricular ejection fraction of ≥45%, which is typically accompanied by diastolic dysfunction and symptoms of heart failure. Although dapagliflozin treatment may relieve symptoms in patients with HFpEF, the precise biological mechanisms underlying its therapeutic effects remain incompletely understood. Pyroptosis can induce inflammatory amplification and contribute to the development of cardiovascular disease. Nevertheless, the mechanism of dapagliflozin and pyroptosis in the pathogenesis and treatment of HfpEF remains largely unknown. The present study aimed to investigate the mechanism through which dapagliflozin regulates pyroptosis in HFpEF. First, a mouse model of HFpEF was established and dapagliflozin was administered to assess the phenotypes of HFpEF in mice and the level of pyroptosis in their myocardial tissues. Then, an HFpEF model of mouse cardiomyocytes was constructed, after which absent in melanoma 2 (AIM2) was knocked down and Caspase‑1 was overexpressed to determine the AIM2/Caspase‑1 signaling pathway in regulating pyroptosis under HFpEF conditions. Subsequently, cardiomyocytes were treated with dapagliflozin and AIM2 was overexpressed to investigate the mechanism by which dapagliflozin and AIM2 affect pyroptosis in HFpEF model cells. At the animal level, mice were treated with dapagliflozin and subjected to AIM2 overexpression to further explore the underlying mechanisms involved. Dapagliflozin alleviated the symptoms of HFpEF in mice and decreased the level of pyroptosis in the myocardial tissue of HFpEF mice. Compared with the sham group, AIM2 protein levels in the myocardial tissue of HFpEF mice were elevated and dapagliflozin treatment decreased AIM2 protein levels. Changes in pyroptosis in the myocardial tissue of HFpEF mice were accompanied by fluctuations in AIM2 protein levels. At the cellular level, AIM2 downregulation alleviated pyroptosis in mouse cardiomyocytes. Additionally, the data revealed a potential interaction between dapagliflozin and AIM2. Moreover, AIM2 regulated pyroptosis in mouse cardiomyocytes via the Caspase‑1/Gasdermin D (GSDMD) axis. Lastly, it was demonstrated in vitro and in vivo that dapagliflozin may alleviate HFpEF symptoms in mice through mechanisms involving regulation of the AIM2/Caspase‑1/GSDMD axis and attenuation of myocardial pyroptosis. In conclusion, dapagliflozin may alleviate HFpEF through mechanisms involving the AIM2/Caspase‑1/GSDMD axis to attenuate pyroptosis, suggesting a potential therapeutic approach for the treatment of HFpEF.",2658,pubmed,362,Dapagliflozin:0.829; Pyroptosis:0.7239; Heart failure with preserved ejection fraction:0.6639; Heart failure:0.6274; Medicine:0.5823; Internal medicine:0.5031; Cardiology:0.4997; Apoptosis:0.4558; Cell cycle:0.3753; Ejection fraction:0.3726; Benzhydryl compounds:0.3542; Pharmacology:0.3491; Chemistry:0.3383; Myocardial infarction:0.3205; Programmed cell death:0.3125; Cell:0.3103; Endocrinology:0.2619,Inflammasome and immune disorders:0.6775; Cardiac Fibrosis and Remodeling:0.0759; Peroxisome Proliferator-Activated Receptors:0.0171,"Animals; Benzhydryl Compounds; Glucosides; Pyroptosis; Heart Failure; Stroke Volume; Mice; Signal Transduction; Myocytes, Cardiac; Caspase 1; Male; Disease Models, Animal; Mice, Inbred C57BL","Mice; Mice, Inbred C57BL",Journal Article,True,"Mice; Mice, Inbred C57BL",dapagliflozin (1ULL0QJ8UC); Benzhydryl Compounds; Glucosides; Caspase 1 (EC 3.4.22.36),"Disease Models, Animal","Benzhydryl Compounds/pharmacology; Glucosides/pharmacology; Pyroptosis/drug effects; Heart Failure/drug therapy; Heart Failure/metabolism; Heart Failure/physiopathology; Heart Failure/pathology; Stroke Volume/drug effects; Signal Transduction/drug effects; Myocytes, Cardiac/metabolism; Myocytes, Cardiac/drug effects; Caspase 1/metabolism; Caspase 1/genetics",Benzhydryl Compounds; Glucosides; Pyroptosis; Heart Failure; Stroke Volume; Signal Transduction; Caspase 1
https://openalex.org/W7128490394,https://doi.org/10.6084/m9.figshare.31310104,,AJP - Supplemental Data - Kanashiro-Takeuchi- Cardiomyocyte-Specific Expression of HIF-1a Mediates the Cardioprotective Effects of Growth Hormone-Releasing Hormone (GHRH),2026,"Heart failure (HF) with preserved ejection fraction (HFpEF) carries a high mortality and remains a major therapeutic challenge. Effective, targeted therapies capable of reversing HFpEF pathophysiology are urgently needed. We previously demonstrated that activation of the cardiac growth hormone-releasing hormone (GHRH) pathway using high-potency synthetic agonists of GHRH (GHRH-agonists) improves the HFpEF phenotype in both large and small animal models, including in a murine model of cardiometabolic HFpEF (High-fat diet + L-NAME). Here, we sought to define the downstream signaling pathways responsible for this effect. A transcriptomic screen in human iPSC-derived cardiomyocytes (hiPSC-CMs) identified the HIF-1a pathway as being activated by GHRH receptor (GHRHR) signaling, revealing an oxygen-independent mechanism of HIF-1a activation. Based on this finding, we investigated the interaction between the cardioprotective effects of the GHRH-agonist MR-356 and HIF-1a pathway activation in the murine HFD+L-NAME model of cardiometabolic HFpEF. We generated a cardiomyocyte-specific HIF-1a knockout (HIF-1aCMKO) mouse line and demonstrated that our previously reported beneficial effects of GHRH-agonist administration were completely abolished in HIF-1aCMKO mice. Together, these findings establish the GHRHR-HIF-1a axis as a central pathway integrating metabolic and contractile remodeling, suggesting that therapeutic targeting of this axis represents a novel disease-modifying approach to treating cardiometabolic HFpEF.",1533,openalex,198,Medicine:0.5687; Signal transduction:0.5262; Hormone:0.5206; Heart failure:0.514; Receptor:0.5113; Knockout mouse:0.4615; Endocrinology:0.4545; Internal medicine:0.4461; Transcriptome:0.4355; Phenotype:0.4337; Pathophysiology:0.4254; Pharmacology:0.4207; Mechanism (biology):0.3462; Heart failure with preserved ejection fraction:0.3427; Cardioprotection:0.3422; In vivo:0.3236; Animal studies:0.2916; Secretion:0.2816; In vitro:0.2723; Cancer research:0.2693; Cell biology:0.2676; Regulator:0.252,,,,,,,,,,
https://openalex.org/W7162769595,https://doi.org/10.1093/ehjcvp/pvag024,42213452,Venous vascular pharmacology: how does it contribute to heart failure with preserved ejection fraction?,2026,"Heart failure with preserved ejection fraction (HFpEF) is a major cause of cardiovascular morbidity and mortality globally. Despite significant research, the pathophysiological mechanisms underlying this complex condition remain poorly defined. Recently, the venous system has emerged as an underrecognized yet critical contributor to HFpEF pathogenesis, functioning as the primary capacitance system and a determinant of central venous pressure. Evidence suggests an imbalance between endothelial-derived relaxing and contractile factors (EDRF/EDCF), leading to venous endothelial dysfunction, elevated venous tone, and increased mean circulatory filling pressure, all factors that contribute to ventricular-vascular mismatch. This review synthesizes current literature on the vasoactive effects of EDRF and EDCF in the venous vs. arterial systems, in both preclinical and clinical models, and examines how HFpEF therapies may target these pathways. While preclinical models demonstrate the vasoactivity of these mediators in veins of healthy and hypertensive animals, studies investigating its effects in validated HFpEF models are lacking, prompting further research. Furthermore, clinical studies should also prioritize functional assessments and venous-specific endpoints, including direct measures of venous compliance, to better guide therapeutic strategies for HFpEF.",1375,pubmed,177,Medicine:0.9057; Cardiology:0.7365; Heart failure with preserved ejection fraction:0.6563; Internal medicine:0.6019; Venous return curve:0.5855; Heart failure:0.5791; Pathophysiology:0.576; Circulatory system:0.5614; Vasoactive:0.4557; Peripheral:0.409; Mean circulatory filling pressure:0.3951; Central venous pressure:0.3931; Intensive care medicine:0.3662; Venous pressure:0.3294; Vascular disease:0.3282; Stroke volume:0.3259; Ejection fraction:0.3016; Vein:0.2947; Hemodynamics:0.2906; Venous blood:0.2816; Mediator:0.257; Blood pressure:0.2569; Endothelium:0.252,Cardiovascular Function and Risk Factors:0.6934; Cardiovascular Health and Disease Prevention:0.1281; Hemodynamic Monitoring and Therapy:0.0278,"Humans; Heart Failure; Stroke Volume; Animals; Veins; Endothelium, Vascular; Ventricular Function, Left; Vasodilation; Endothelium-Dependent Relaxing Factors",Humans,Journal Article; Review,False,Humans,Endothelium-Dependent Relaxing Factors,,"Heart Failure/physiopathology; Heart Failure/drug therapy; Heart Failure/metabolism; Stroke Volume/drug effects; Stroke Volume/physiology; Veins/physiopathology; Veins/drug effects; Veins/metabolism; Endothelium, Vascular/physiopathology; Endothelium, Vascular/drug effects; Endothelium, Vascular/metabolism; Ventricular Function, Left/drug effects; Vasodilation/drug effects; Endothelium-Dependent Relaxing Factors/metabolism","Heart Failure; Stroke Volume; Veins; Endothelium, Vascular; Ventricular Function, Left; Vasodilation; Endothelium-Dependent Relaxing Factors"
https://openalex.org/W7168299094,https://doi.org/10.6084/m9.figshare.31310104.v2,,AJP - Supplemental Data - Kanashiro-Takeuchi- Cardiomyocyte-Specific Expression of HIF-1a Mediates the Cardioprotective Effects of Growth Hormone-Releasing Hormone (GHRH),2026,"Heart failure (HF) with preserved ejection fraction (HFpEF) carries a high mortality and remains a major therapeutic challenge. Effective, targeted therapies capable of reversing HFpEF pathophysiology are urgently needed. We previously demonstrated that activation of the cardiac growth hormone-releasing hormone (GHRH) pathway using high-potency synthetic agonists of GHRH (GHRH-agonists) improves the HFpEF phenotype in both large and small animal models, including in a murine model of cardiometabolic HFpEF (High-fat diet + L-NAME). Here, we sought to define the downstream signaling pathways responsible for this effect. A transcriptomic screen in human iPSC-derived cardiomyocytes (hiPSC-CMs) identified the HIF-1a pathway as being activated by GHRH receptor (GHRHR) signaling, revealing an oxygen-independent mechanism of HIF-1a activation. Based on this finding, we investigated the interaction between the cardioprotective effects of the GHRH-agonist MR-356 and HIF-1a pathway activation in the murine HFD+L-NAME model of cardiometabolic HFpEF. We generated a cardiomyocyte-specific HIF-1a knockout (HIF-1aCMKO) mouse line and demonstrated that our previously reported beneficial effects of GHRH-agonist administration were completely abolished in HIF-1aCMKO mice. Together, these findings establish the GHRHR-HIF-1a axis as a central pathway integrating metabolic and contractile remodeling, suggesting that therapeutic targeting of this axis represents a novel disease-modifying approach to treating cardiometabolic HFpEF.",1533,openalex,198,Medicine:0.5815; Signal transduction:0.5431; Heart failure:0.5382; Hormone:0.5227; Receptor:0.5131; Knockout mouse:0.4467; Phenotype:0.4434; Endocrinology:0.4387; Pathophysiology:0.4305; Internal medicine:0.4278; Transcriptome:0.4232; Pharmacology:0.4088; Mechanism (biology):0.3883; Heart failure with preserved ejection fraction:0.3713; Cardioprotection:0.3435; In vivo:0.3143; Cell biology:0.2854; Cancer research:0.2807; Animal studies:0.2801; Secretion:0.2707; Cardiovascular physiology:0.2645; In vitro:0.2596; Bioinformatics:0.2546,,,,,,,,,,
https://openalex.org/W7172111284,https://doi.org/10.1152/ajpheart.00118.2026,42541513,Cardiomyocyte-specific expression of HIF-1a mediates the cardioprotective effects of Growth Hormone Releasing Hormone (GHRH),2026,"Heart failure (HF) with preserved ejection fraction (HFpEF) carries a high mortality and remains a major therapeutic challenge. Effective, targeted therapies capable of reversing HFpEF pathophysiology are urgently needed. We previously demonstrated that activation of the cardiac growth hormone-releasing hormone (GHRH) pathway using high potency synthetic agonists of GHRH (GHRH-agonists) improves the HFpEF phenotype in both large and small animal models, including in a murine model of cardiometabolic HFpEF (High fat diet + L-NAME). Here we sought to define the downstream signaling pathways responsible for this effect. A transcriptomic screen in human iPSC-derived cardiomyocytes (hiPSC-CMs) identified the HIF-1α pathway as being activated by GHRH receptor (GHRHR) signaling, revealing an oxygen-independent mechanism of HIF-1α activation. Based on this finding, we investigated the interaction between the cardioprotective effects of the GHRH-agonist MR-356 and HIF-1α pathway activation in the murine HFD+L-NAME model of cardiometabolic HFpEF. We generated a cardiomyocyte-specific HIF-1α knockout (HIF-1αCMKO) mouse line and demonstrated that our previously reported beneficial effects of GHRH-agonist administration were completely abolished in HIF-1αCMKO mice. Together, these findings establish the GHRHR-HIF-1α axis as a putative integrative pathway coupling metabolic and contractile remodeling, suggesting that therapeutic targeting of this axis represents a novel disease-modifying approach to treating cardiometabolic HFpEF.",1542,pubmed,201,Endocrinology:0.5496; Internal medicine:0.5418; Receptor:0.5398; Heart failure:0.5398; Signal transduction:0.5318; Knockout mouse:0.4825; Pathophysiology:0.478; Medicine:0.4723; Hormone:0.4699; Phenotype:0.46; Heart failure with preserved ejection fraction:0.4246; Cardioprotection:0.422; Pharmacology:0.4031; In vivo:0.3807; Transcriptome:0.3567; Mechanism (biology):0.3416; Cell biology:0.338; Antagonist:0.3251; In vitro:0.3106; Growth hormone–releasing hormone:0.3046; Regulator:0.3024; Biology:0.2947; Animal studies:0.2877; Secretion:0.2824; Cardiovascular physiology:0.2749; Hormone receptor:0.2578; Chemistry:0.2539,"Growth Hormone and Insulin-like Growth Factors:0.7561; Cancer, Hypoxia, and Metabolism:0.1121; Cardiovascular Function and Risk Factors:0.024",,,Journal Article,True,,,,,
